Doswiadczenie do pdp A dla Float32
1.	0.01
2.	0.0397
3.	0.15407173
4.	0.5450726
5.	1.2889781
6.	0.1715188
7.	0.5978191
8.	1.3191134
9.	0.056273222
10.	0.21559286
11.	0.7229306
12.	1.3238364
13.	0.037716985
14.	0.14660022
15.	0.521926
16.	1.2704837
17.	0.2395482
18.	0.7860428
19.	1.2905813
20.	0.16552472
21.	0.5799036
22.	1.3107498
23.	0.088804245
24.	0.3315584
25.	0.9964407
26.	1.0070806
27.	0.9856885
28.	1.0280086
29.	0.9416294
30.	1.1065198
31.	0.7529209
32.	1.3110139
33.	0.0877831
34.	0.3280148
35.	0.9892781
36.	1.021099
37.	0.95646656
38.	1.0813814
39.	0.81736827
40.	1.2652004
41.	0.25860548
Doswiadczenie do pdp B dla Float32
1.	0.01
2.	0.0397
3.	0.15407173
4.	0.5450726
5.	1.2889781
6.	0.1715188
7.	0.5978191
8.	1.3191134
9.	0.056273222
10.	0.21559286
11.	0.722
12.	1.3241479
13.	0.036488414
14.	0.14195944
15.	0.50738037
16.	1.2572169
17.	0.28708452
18.	0.9010855
19.	1.1684768
20.	0.577893
21.	1.3096911
22.	0.09289217
23.	0.34568182
24.	1.0242395
25.	0.94975823
26.	1.0929108
27.	0.7882812
28.	1.2889631
29.	0.17157483
30.	0.59798557
31.	1.3191822
32.	0.05600393
33.	0.21460639
34.	0.7202578
35.	1.3247173
36.	0.034241438
37.	0.13344833
38.	0.48036796
39.	1.2292118
40.	0.3839622
41.	1.093568
Doswiadczenie do pdp A dla Float64
1.	0.01
2.	0.0397
3.	0.15407173000000002
4.	0.5450726260444213
5.	1.2889780011888006
6.	0.17151914210917552
7.	0.5978201201070994
8.	1.3191137924137974
9.	0.056271577646256565
10.	0.21558683923263022
11.	0.722914301179573
12.	1.3238419441684408
13.	0.03769529725473175
14.	0.14651838271355924
15.	0.521670621435246
16.	1.2702617739350768
17.	0.24035217277824272
18.	0.7881011902353041
19.	1.2890943027903075
20.	0.17108484670194324
21.	0.5965293124946907
22.	1.3185755879825978
23.	0.058377608259430724
24.	0.22328659759944824
25.	0.7435756763951792
26.	1.315588346001072
27.	0.07003529560277899
28.	0.26542635452061003
29.	0.8503519690601384
30.	1.2321124623871897
31.	0.37414648963928676
32.	1.0766291714289444
33.	0.8291255674004515
34.	1.2541546500504441
35.	0.29790694147232066
36.	0.9253821285571046
37.	1.1325322626697856
38.	0.6822410727153098
39.	1.3326056469620293
40.	0.0029091569028512065
41.	0.011611238029748606
